,customerid,birthdate,bank_account_type,longitude_gps,latitude_gps,bank_name_clients,bank_branch_clients,employment_status_clients,level_of_education_clients,systemloanid_x,loannumber_x,approveddate_x,creationdate_x,loanamount_x,totaldue_x,termdays_x,referredby_x,good_bad_flag,systemloanid_y,loannumber_y,approveddate_y,creationdate_y,loanamount_y,totaldue_y,termdays_y,closeddate,referredby_y,firstduedate,firstrepaiddate
5126,8a858900536a043401537f79fca22800,1984-04-25 00:00:00.000000,Other,3.3810352999999997,6.6098228,Zenith Bank,,Permanent,Post-Graduate,301984206,12,30:13.0,29:02.0,20000,21000.0,15,,Good,301797177,8,42:00.0,41:52.0,20000,21800.0,15,58:48.0,,00:00.0,43:38.0
5127,8a858900536a043401537f79fca22800,1984-04-25 00:00:00.000000,Other,3.3810352999999997,6.6098228,Zenith Bank,,Permanent,Post-Graduate,301984206,12,30:13.0,29:02.0,20000,21000.0,15,,Good,301630207,3,25:27.0,25:17.0,10000,13000.0,30,05:56.0,,00:00.0,39:51.0
5128,8a858900536a043401537f79fca22800,1984-04-25 00:00:00.000000,Other,3.3810352999999997,6.6098228,Zenith Bank,,Permanent,Post-Graduate,301984206,12,30:13.0,29:02.0,20000,21000.0,15,,Good,301648855,4,57:26.0,57:14.0,10000,13000.0,30,39:54.0,,00:00.0,24:50.0
5129,8a858900536a043401537f79fca22800,1984-04-25 00:00:00.000000,Other,3.3810352999999997,6.6098228,Zenith Bank,,Permanent,Post-Graduate,301984206,12,30:13.0,29:02.0,20000,21000.0,15,,Good,301831591,10,36:53.0,36:35.0,40000,44800.0,30,35:46.0,,00:00.0,20:36.0
5130,8a858900536a043401537f79fca22800,1984-04-25 00:00:00.000000,Other,3.3810352999999997,6.6098228,Zenith Bank,,Permanent,Post-Graduate,301984206,12,30:13.0,29:02.0,20000,21000.0,15,,Good,301762937,7,20:26.0,20:09.0,30000,36800.0,60,45:16.0,,00:00.0,46:24.0
5131,8a858900536a043401537f79fca22800,1984-04-25 00:00:00.000000,Other,3.3810352999999997,6.6098228,Zenith Bank,,Permanent,Post-Graduate,301984206,12,30:13.0,29:02.0,20000,21000.0,15,,Good,301808582,9,35:39.0,35:32.0,40000,44800.0,30,19:40.0,,00:00.0,04:31.0
5132,8a858900536a043401537f79fca22800,1984-04-25 00:00:00.000000,Other,3.3810352999999997,6.6098228,Zenith Bank,,Permanent,Post-Graduate,301984206,12,30:13.0,29:02.0,20000,21000.0,15,,Good,301619668,2,43:49.0,43:40.0,10000,13000.0,30,02:17.0,,00:00.0,00:02.0
5133,8a858900536a043401537f79fca22800,1984-04-25 00:00:00.000000,Other,3.3810352999999997,6.6098228,Zenith Bank,,Permanent,Post-Graduate,301984206,12,30:13.0,29:02.0,20000,21000.0,15,,Good,301675486,5,35:36.0,35:28.0,20000,24500.0,30,27:09.0,,00:00.0,12:05.0
5134,8a858900536a043401537f79fca22800,1984-04-25 00:00:00.000000,Other,3.3810352999999997,6.6098228,Zenith Bank,,Permanent,Post-Graduate,301984206,12,30:13.0,29:02.0,20000,21000.0,15,,Good,301847960,11,44:50.0,44:42.0,40000,47600.0,60,43:54.0,,00:00.0,13:57.0
5135,8a858900536a043401537f79fca22800,1984-04-25 00:00:00.000000,Other,3.3810352999999997,6.6098228,Zenith Bank,,Permanent,Post-Graduate,301984206,12,30:13.0,29:02.0,20000,21000.0,15,,Good,301602712,1,58:09.0,58:03.0,10000,11500.0,15,01:43.0,,00:00.0,58:51.0
5136,8a858900536a043401537f79fca22800,1984-04-25 00:00:00.000000,Other,3.3810352999999997,6.6098228,Zenith Bank,,Permanent,Post-Graduate,301984206,12,30:13.0,29:02.0,20000,21000.0,15,,Good,301714647,6,45:54.0,45:43.0,20000,22250.0,15,46:08.0,,00:00.0,30:57.0
5137,8a858fc65c7e0e55015c7f71c0ec64e0,1982-03-05 00:00:00.000000,Savings,3.5150346,6.447783900000001,Access Bank,,Permanent,,301979918,2,11:31.0,11:23.0,10000,13000.0,30,,Bad,301929421,1,17:29.0,17:14.0,10000,13000.0,30,52:58.0,,00:00.0,42:49.0
5138,8a858e775b10631f015b106dec5e0758,1982-06-06 00:00:00.000000,Savings,3.3504983,6.6590967,GT Bank,,,,301963877,2,00:41.0,32:19.0,10000,13000.0,30,,Good,301848126,1,21:32.0,21:21.0,10000,13000.0,30,42:53.0,,00:00.0,27:43.0
5139,8a858ea75b1fd476015b21f082c92965,1980-01-28 00:00:00.000000,Savings,3.3164922999999997,6.6063629,GT Bank,,,,301981345,5,58:36.0,57:25.0,20000,24500.0,30,,Good,301851726,1,04:06.0,03:54.0,10000,13000.0,30,10:04.0,,00:00.0,54:55.0
5140,8a858ea75b1fd476015b21f082c92965,1980-01-28 00:00:00.000000,Savings,3.3164922999999997,6.6063629,GT Bank,,,,301981345,5,58:36.0,57:25.0,20000,24500.0,30,,Good,301945850,4,54:42.0,54:35.0,20000,24500.0,30,55:07.0,,00:00.0,44:58.0
5141,8a858ea75b1fd476015b21f082c92965,1980-01-28 00:00:00.000000,Savings,3.3164922999999997,6.6063629,GT Bank,,,,301981345,5,58:36.0,57:25.0,20000,24500.0,30,,Good,301915090,3,16:08.0,16:02.0,10000,13000.0,30,44:44.0,,00:00.0,20:33.0
5142,8a858ea75b1fd476015b21f082c92965,1980-01-28 00:00:00.000000,Savings,3.3164922999999997,6.6063629,GT Bank,,,,301981345,5,58:36.0,57:25.0,20000,24500.0,30,,Good,301875529,2,38:59.0,38:53.0,10000,13000.0,30,00:19.0,,00:00.0,17:53.0
5143,8a858fb15b34a708015b360a67c61f3a,1978-11-09 00:00:00.000000,Savings,6.9800002999999995,4.8623596,First Bank,,Permanent,,301965700,2,59:49.0,59:42.0,10000,13000.0,30,,Bad,301926055,1,21:26.0,21:11.0,10000,13000.0,30,43:07.0,,00:00.0,32:59.0
5144,8a858fb85cc5f243015cc61fb4dd2f63,1974-02-18 00:00:00.000000,Savings,7.4657167,9.067975,GT Bank,,Permanent,,301994188,2,19:45.0,19:38.0,10000,13000.0,30,,Good,301945210,1,44:17.0,43:09.0,10000,13000.0,30,30:08.0,,00:00.0,20:00.0
5145,8a858e625c8d993a015c98e6bf820462,1984-04-13 00:00:00.000000,Savings,7.9646315,5.0382689,UBA,,Permanent,,301984836,2,15:16.0,15:09.0,10000,11500.0,15,,Good,301945730,1,22:44.0,22:36.0,10000,13000.0,30,55:31.0,,00:00.0,45:21.0
5146,8a858f1f587161850158742ebbce53d8,1986-03-19 00:00:00.000000,Savings,7.4031311,9.0338175,GT Bank,,Permanent,,301974331,9,36:23.0,36:17.0,30000,34500.0,30,,Good,301835261,5,11:03.0,09:54.0,20000,23800.0,30,43:38.0,,00:00.0,28:28.0
5147,8a858f1f587161850158742ebbce53d8,1986-03-19 00:00:00.000000,Savings,7.4031311,9.0338175,GT Bank,,Permanent,,301974331,9,36:23.0,36:17.0,30000,34500.0,30,,Good,301940620,8,07:10.0,06:02.0,25000,28750.0,30,20:24.0,,00:00.0,10:14.0
5148,8a858f1f587161850158742ebbce53d8,1986-03-19 00:00:00.000000,Savings,7.4031311,9.0338175,GT Bank,,Permanent,,301974331,9,36:23.0,36:17.0,30000,34500.0,30,,Good,301760987,1,36:14.0,36:01.0,10000,13000.0,30,25:46.0,,00:00.0,10:36.0
5149,8a858f1f587161850158742ebbce53d8,1986-03-19 00:00:00.000000,Savings,7.4031311,9.0338175,GT Bank,,Permanent,,301974331,9,36:23.0,36:17.0,30000,34500.0,30,,Good,301873731,6,43:53.0,43:46.0,20000,23800.0,30,25:26.0,,00:00.0,10:18.0
5150,8a858f1f587161850158742ebbce53d8,1986-03-19 00:00:00.000000,Savings,7.4031311,9.0338175,GT Bank,,Permanent,,301974331,9,36:23.0,36:17.0,30000,34500.0,30,,Good,301790233,3,32:11.0,32:04.0,10000,13000.0,30,43:55.0,,00:00.0,28:45.0
5151,8a858f1f587161850158742ebbce53d8,1986-03-19 00:00:00.000000,Savings,7.4031311,9.0338175,GT Bank,,Permanent,,301974331,9,36:23.0,36:17.0,30000,34500.0,30,,Good,301814912,4,22:46.0,22:40.0,20000,23800.0,30,38:16.0,,00:00.0,23:05.0
5152,8a858f1f587161850158742ebbce53d8,1986-03-19 00:00:00.000000,Savings,7.4031311,9.0338175,GT Bank,,Permanent,,301974331,9,36:23.0,36:17.0,30000,34500.0,30,,Good,301772826,2,34:19.0,34:09.0,10000,13000.0,30,01:35.0,,00:00.0,46:25.0
5153,8a858f1f587161850158742ebbce53d8,1986-03-19 00:00:00.000000,Savings,7.4031311,9.0338175,GT Bank,,Permanent,,301974331,9,36:23.0,36:17.0,30000,34500.0,30,,Good,301918260,7,50:43.0,50:37.0,25000,28750.0,30,28:37.0,,00:00.0,18:28.0
5154,8a858fbd5cd6054a015cde54dfb866ae,1988-12-10 00:00:00.000000,Savings,3.3510972000000003,6.6138615000000005,Access Bank,,,,301973168,2,52:50.0,52:44.0,10000,13000.0,30,,Bad,301951997,1,09:13.0,08:06.0,10000,11500.0,15,38:08.0,,00:00.0,28:00.0
5155,8a858e8e59bbadf50159bc079e1a31c1,1985-03-01 00:00:00.000000,Savings,4.5553875,8.4818239,First Bank,,Permanent,,301987139,13,47:17.0,47:09.0,40000,44000.0,30,,Bad,301810627,2,58:15.0,58:09.0,10000,13000.0,30,47:30.0,,00:00.0,32:20.0
5156,8a858e8e59bbadf50159bc079e1a31c1,1985-03-01 00:00:00.000000,Savings,4.5553875,8.4818239,First Bank,,Permanent,,301987139,13,47:17.0,47:09.0,40000,44000.0,30,,Bad,301888407,8,16:52.0,16:43.0,10000,11450.0,15,41:58.0,,00:00.0,26:49.0
5157,8a858e8e59bbadf50159bc079e1a31c1,1985-03-01 00:00:00.000000,Savings,4.5553875,8.4818239,First Bank,,Permanent,,301987139,13,47:17.0,47:09.0,40000,44000.0,30,,Bad,301888432,9,43:14.0,43:08.0,30000,34400.0,30,26:18.0,,00:00.0,16:09.0
5158,8a858e8e59bbadf50159bc079e1a31c1,1985-03-01 00:00:00.000000,Savings,4.5553875,8.4818239,First Bank,,Permanent,,301987139,13,47:17.0,47:09.0,40000,44000.0,30,,Bad,301859339,6,32:43.0,32:36.0,10000,11450.0,15,59:00.0,,00:00.0,43:50.0
5159,8a858e8e59bbadf50159bc079e1a31c1,1985-03-01 00:00:00.000000,Savings,4.5553875,8.4818239,First Bank,,Permanent,,301987139,13,47:17.0,47:09.0,40000,44000.0,30,,Bad,301859182,4,12:44.0,12:37.0,10000,11500.0,15,36:14.0,,00:00.0,21:04.0
5160,8a858e8e59bbadf50159bc079e1a31c1,1985-03-01 00:00:00.000000,Savings,4.5553875,8.4818239,First Bank,,Permanent,,301987139,13,47:17.0,47:09.0,40000,44000.0,30,,Bad,301942903,12,42:12.0,42:06.0,40000,44000.0,30,36:35.0,,00:00.0,26:25.0
5161,8a858e8e59bbadf50159bc079e1a31c1,1985-03-01 00:00:00.000000,Savings,4.5553875,8.4818239,First Bank,,Permanent,,301987139,13,47:17.0,47:09.0,40000,44000.0,30,,Bad,301926259,11,03:30.0,03:24.0,10000,10750.0,15,25:58.0,,00:00.0,15:49.0
5162,8a858e8e59bbadf50159bc079e1a31c1,1985-03-01 00:00:00.000000,Savings,4.5553875,8.4818239,First Bank,,Permanent,,301987139,13,47:17.0,47:09.0,40000,44000.0,30,,Bad,301859273,5,52:18.0,52:11.0,10000,11500.0,15,16:58.0,,00:00.0,01:48.0
5163,8a858e8e59bbadf50159bc079e1a31c1,1985-03-01 00:00:00.000000,Savings,4.5553875,8.4818239,First Bank,,Permanent,,301987139,13,47:17.0,47:09.0,40000,44000.0,30,,Bad,301859421,7,18:31.0,18:25.0,20000,23800.0,30,12:15.0,,00:00.0,57:05.0
5164,8a858e8e59bbadf50159bc079e1a31c1,1985-03-01 00:00:00.000000,Savings,4.5553875,8.4818239,First Bank,,Permanent,,301987139,13,47:17.0,47:09.0,40000,44000.0,30,,Bad,301831273,3,07:30.0,07:25.0,10000,11500.0,15,07:56.0,,00:00.0,52:48.0
5165,8a858e8e59bbadf50159bc079e1a31c1,1985-03-01 00:00:00.000000,Savings,4.5553875,8.4818239,First Bank,,Permanent,,301987139,13,47:17.0,47:09.0,40000,44000.0,30,,Bad,301925636,10,43:18.0,43:12.0,10000,10750.0,15,29:19.0,,00:00.0,19:10.0
5166,8a858e8e59bbadf50159bc079e1a31c1,1985-03-01 00:00:00.000000,Savings,4.5553875,8.4818239,First Bank,,Permanent,,301987139,13,47:17.0,47:09.0,40000,44000.0,30,,Bad,301798568,1,36:18.0,35:55.0,10000,13000.0,30,27:18.0,,00:00.0,12:08.0
5167,8a858ff85bd93919015bdf39c4bc513a,1989-12-11 00:00:00.000000,Savings,3.2846142999999994,6.6227822,First Bank,,Permanent,,301993190,2,45:43.0,45:35.0,10000,13000.0,30,,Good,301966133,1,04:37.0,04:23.0,10000,11500.0,15,13:02.0,,00:00.0,02:54.0
5168,8a858e6f5cd5e874015cde13d1225f01,1984-03-11 00:00:00.000000,Savings,6.268905,7.0707567,GT Bank,,Permanent,,301999144,2,45:01.0,44:56.0,10000,13000.0,30,,Good,301951128,1,27:53.0,26:46.0,10000,13000.0,30,38:24.0,,00:00.0,28:15.0
5169,8a858e705668e167015669d13a392b04,1988-05-27 00:00:00.000000,Other,8.327152900000002,4.9602983,UBA,,Self-Employed,,301975677,14,21:52.0,21:44.0,40000,44000.0,30,,Good,301754327,6,35:43.0,35:33.0,30000,34500.0,30,56:56.0,,00:00.0,41:47.0
5170,8a858e705668e167015669d13a392b04,1988-05-27 00:00:00.000000,Other,8.327152900000002,4.9602983,UBA,,Self-Employed,,301975677,14,21:52.0,21:44.0,40000,44000.0,30,,Good,301694593,2,00:19.0,00:07.0,10000,11500.0,15,18:05.0,,00:00.0,00:00.0
5171,8a858e705668e167015669d13a392b04,1988-05-27 00:00:00.000000,Other,8.327152900000002,4.9602983,UBA,,Self-Employed,,301975677,14,21:52.0,21:44.0,40000,44000.0,30,,Good,301673294,1,04:26.0,04:14.0,10000,11500.0,15,07:35.0,,00:00.0,52:31.0
5172,8a858e705668e167015669d13a392b04,1988-05-27 00:00:00.000000,Other,8.327152900000002,4.9602983,UBA,,Self-Employed,,301975677,14,21:52.0,21:44.0,40000,44000.0,30,,Good,301863077,11,39:42.0,39:36.0,40000,44800.0,30,53:44.0,,00:00.0,38:35.0
5173,8a858e705668e167015669d13a392b04,1988-05-27 00:00:00.000000,Other,8.327152900000002,4.9602983,UBA,,Self-Employed,,301975677,14,21:52.0,21:44.0,40000,44000.0,30,,Good,301746508,5,49:54.0,49:36.0,20000,22250.0,15,52:31.0,,00:00.0,37:22.0
5174,8a858e705668e167015669d13a392b04,1988-05-27 00:00:00.000000,Other,8.327152900000002,4.9602983,UBA,,Self-Employed,,301975677,14,21:52.0,21:44.0,40000,44000.0,30,,Good,301710186,3,55:01.0,54:54.0,20000,22250.0,15,41:37.0,,00:00.0,26:28.0
5175,8a858e705668e167015669d13a392b04,1988-05-27 00:00:00.000000,Other,8.327152900000002,4.9602983,UBA,,Self-Employed,,301975677,14,21:52.0,21:44.0,40000,44000.0,30,,Good,301788142,8,05:08.0,04:56.0,30000,34400.0,30,27:19.0,,00:00.0,12:10.0
5176,8a858e705668e167015669d13a392b04,1988-05-27 00:00:00.000000,Other,8.327152900000002,4.9602983,UBA,,Self-Employed,,301975677,14,21:52.0,21:44.0,40000,44000.0,30,,Good,301735448,4,59:02.0,58:45.0,20000,22250.0,15,46:07.0,,00:00.0,30:58.0
5177,8a858e705668e167015669d13a392b04,1988-05-27 00:00:00.000000,Other,8.327152900000002,4.9602983,UBA,,Self-Employed,,301975677,14,21:52.0,21:44.0,40000,44000.0,30,,Good,301769468,7,43:07.0,42:54.0,30000,34400.0,30,51:36.0,,00:00.0,36:27.0
5178,8a858e705668e167015669d13a392b04,1988-05-27 00:00:00.000000,Other,8.327152900000002,4.9602983,UBA,,Self-Employed,,301975677,14,21:52.0,21:44.0,40000,44000.0,30,,Good,301939502,13,30:20.0,29:13.0,40000,44000.0,30,17:12.0,,00:00.0,07:02.0
5179,8a858e705668e167015669d13a392b04,1988-05-27 00:00:00.000000,Other,8.327152900000002,4.9602983,UBA,,Self-Employed,,301975677,14,21:52.0,21:44.0,40000,44000.0,30,,Good,301834876,10,51:14.0,50:06.0,40000,44800.0,30,34:58.0,,00:00.0,19:48.0
5180,8a858e705668e167015669d13a392b04,1988-05-27 00:00:00.000000,Other,8.327152900000002,4.9602983,UBA,,Self-Employed,,301975677,14,21:52.0,21:44.0,40000,44000.0,30,,Good,301902917,12,02:43.0,02:36.0,40000,44000.0,30,54:19.0,,00:00.0,44:10.0
5181,8a858e705668e167015669d13a392b04,1988-05-27 00:00:00.000000,Other,8.327152900000002,4.9602983,UBA,,Self-Employed,,301975677,14,21:52.0,21:44.0,40000,44000.0,30,,Good,301810976,9,30:07.0,29:59.0,30000,34400.0,30,51:07.0,,00:00.0,35:56.0
5182,8a858f975c4582c4015c53d3a3a2351c,1991-04-21 00:00:00.000000,Savings,4.2607369,8.1476031,First Bank,,,,301987565,2,35:37.0,35:30.0,10000,11500.0,15,,Good,301963304,1,43:20.0,42:11.0,10000,11500.0,15,29:35.0,,00:00.0,19:26.0
5183,8a858e885b68546c015b6cb377c12140,1986-11-15 00:00:00.000000,Savings,3.3238605000000003,7.114293099999999,First Bank,,Permanent,,301959359,2,37:48.0,37:42.0,10000,13000.0,30,,Bad,301890038,1,10:55.0,10:48.0,10000,13000.0,30,54:53.0,,00:00.0,49:17.0
5184,8a858fd05bfd7d3c015c025a5aa05908,1986-02-22 00:00:00.000000,Savings,3.3127202000000007,7.1044807,GT Bank,,,,301976433,3,32:48.0,32:41.0,10000,11500.0,15,8a858f475be98d5f015be991bd340215,Bad,301905260,1,05:27.0,05:12.0,10000,11500.0,15,11:53.0,8a858f475be98d5f015be991bd340215,00:00.0,01:43.0
5185,8a858fd05bfd7d3c015c025a5aa05908,1986-02-22 00:00:00.000000,Savings,3.3127202000000007,7.1044807,GT Bank,,,,301976433,3,32:48.0,32:41.0,10000,11500.0,15,8a858f475be98d5f015be991bd340215,Bad,301925783,2,30:15.0,30:08.0,10000,13000.0,30,14:37.0,8a858f475be98d5f015be991bd340215,00:00.0,04:28.0
5186,8a858faf5679a83801568eafc30a030b,1965-05-17 00:00:00.000000,Other,3.8539193,7.3555953999999995,Access Bank,,Permanent,,302002858,5,10:02.0,08:50.0,20000,24500.0,30,,Good,301913124,2,25:31.0,25:23.0,10000,13000.0,30,11:02.0,,00:00.0,00:00.0
5187,8a858faf5679a83801568eafc30a030b,1965-05-17 00:00:00.000000,Other,3.8539193,7.3555953999999995,Access Bank,,Permanent,,302002858,5,10:02.0,08:50.0,20000,24500.0,30,,Good,301925890,3,26:10.0,26:03.0,10000,13000.0,30,13:05.0,,00:00.0,02:56.0
5188,8a858faf5679a83801568eafc30a030b,1965-05-17 00:00:00.000000,Other,3.8539193,7.3555953999999995,Access Bank,,Permanent,,302002858,5,10:02.0,08:50.0,20000,24500.0,30,,Good,301947001,4,24:48.0,24:42.0,20000,24500.0,30,49:01.0,,00:00.0,38:52.0
5189,8a858faf5679a83801568eafc30a030b,1965-05-17 00:00:00.000000,Other,3.8539193,7.3555953999999995,Access Bank,,Permanent,,302002858,5,10:02.0,08:50.0,20000,24500.0,30,,Good,301872721,1,39:17.0,39:10.0,10000,13000.0,30,55:17.0,,00:00.0,40:09.0
5190,8a858f8658c206a90158d0c447863597,1994-06-02 00:00:00.000000,Savings,3.2604056,6.541971299999999,GT Bank,,Student,,301988349,8,20:00.0,19:53.0,30000,34500.0,30,,Good,301795946,2,07:42.0,07:36.0,10000,11500.0,15,48:50.0,,00:00.0,33:41.0
5191,8a858f8658c206a90158d0c447863597,1994-06-02 00:00:00.000000,Savings,3.2604056,6.541971299999999,GT Bank,,Student,,301988349,8,20:00.0,19:53.0,30000,34500.0,30,,Good,301813734,4,50:39.0,50:33.0,20000,21900.0,15,45:56.0,,00:00.0,30:42.0
5192,8a858f8658c206a90158d0c447863597,1994-06-02 00:00:00.000000,Savings,3.2604056,6.541971299999999,GT Bank,,Student,,301988349,8,20:00.0,19:53.0,30000,34500.0,30,,Good,301900463,5,56:09.0,55:55.0,20000,22250.0,15,42:13.0,,00:00.0,32:04.0
5193,8a858f8658c206a90158d0c447863597,1994-06-02 00:00:00.000000,Savings,3.2604056,6.541971299999999,GT Bank,,Student,,301988349,8,20:00.0,19:53.0,30000,34500.0,30,,Good,301774968,1,22:35.0,22:21.0,10000,13000.0,30,44:17.0,,00:00.0,29:07.0
5194,8a858f8658c206a90158d0c447863597,1994-06-02 00:00:00.000000,Savings,3.2604056,6.541971299999999,GT Bank,,Student,,301988349,8,20:00.0,19:53.0,30000,34500.0,30,,Good,301952124,7,05:17.0,05:11.0,30000,34500.0,30,56:33.0,,00:00.0,46:22.0
5195,8a858f8658c206a90158d0c447863597,1994-06-02 00:00:00.000000,Savings,3.2604056,6.541971299999999,GT Bank,,Student,,301988349,8,20:00.0,19:53.0,30000,34500.0,30,,Good,301807959,3,46:26.0,46:19.0,20000,21900.0,15,04:12.0,,00:00.0,49:02.0
5196,8a858f8658c206a90158d0c447863597,1994-06-02 00:00:00.000000,Savings,3.2604056,6.541971299999999,GT Bank,,Student,,301988349,8,20:00.0,19:53.0,30000,34500.0,30,,Good,301920472,6,51:38.0,51:31.0,30000,34500.0,30,54:06.0,,00:00.0,43:57.0
5197,8a858e105bd92644015bded94870560e,1987-02-04 00:00:00.000000,Savings,7.41471,10.4229283,First Bank,,Permanent,,301961409,4,23:50.0,23:45.0,20000,24500.0,30,,Bad,301896492,1,55:14.0,55:07.0,10000,13000.0,30,23:09.0,,00:00.0,07:59.0
5198,8a858e105bd92644015bded94870560e,1987-02-04 00:00:00.000000,Savings,7.41471,10.4229283,First Bank,,Permanent,,301961409,4,23:50.0,23:45.0,20000,24500.0,30,,Bad,301947557,3,16:12.0,15:56.0,10000,13000.0,30,18:12.0,,00:00.0,16:55.0
5199,8a858e105bd92644015bded94870560e,1987-02-04 00:00:00.000000,Savings,7.41471,10.4229283,First Bank,,Permanent,,301961409,4,23:50.0,23:45.0,20000,24500.0,30,,Bad,301929603,2,57:57.0,57:50.0,10000,13000.0,30,55:55.0,,00:00.0,45:46.0
5200,8a858fda5ca12263015ca1a06c7f3657,1990-06-15 00:00:00.000000,Current,7.4733714,9.0757238,GT Bank,,Permanent,,301984508,2,33:28.0,33:20.0,10000,11500.0,15,,Good,301938790,1,23:04.0,21:56.0,10000,11500.0,15,53:58.0,,00:00.0,43:49.0
5201,8a858f185d1daff6015d279fcb900eef,1984-11-17 00:00:00.000000,Savings,4.007906299999999,7.4250565,Sterling Bank,,Permanent,,302000168,2,47:05.0,46:58.0,10000,13000.0,30,,Good,301973801,1,59:28.0,58:18.0,10000,11500.0,15,59:34.0,,00:00.0,49:26.0
5202,8a858f365c83961c015c83a6989c054c,1982-06-25 00:00:00.000000,Savings,8.559375,11.992633300000001,GT Bank,,Permanent,,301969576,2,32:03.0,31:56.0,10000,13000.0,30,,Bad,301930550,1,03:06.0,01:58.0,10000,13000.0,30,21:55.0,,00:00.0,11:47.0
5203,8a858f3e589c406101589ef73f273508,1975-02-13 00:00:00.000000,Savings,7.5077681,9.050504199999999,Zenith Bank,,Permanent,,301996162,4,42:05.0,40:54.0,20000,24500.0,30,,Bad,301877732,1,00:01.0,59:49.0,10000,13000.0,30,51:54.0,,00:00.0,41:46.0
5204,8a858f3e589c406101589ef73f273508,1975-02-13 00:00:00.000000,Savings,7.5077681,9.050504199999999,Zenith Bank,,Permanent,,301996162,4,42:05.0,40:54.0,20000,24500.0,30,,Bad,301918379,2,23:37.0,23:30.0,10000,13000.0,30,58:42.0,,00:00.0,48:33.0
5205,8a858f3e589c406101589ef73f273508,1975-02-13 00:00:00.000000,Savings,7.5077681,9.050504199999999,Zenith Bank,,Permanent,,301996162,4,42:05.0,40:54.0,20000,24500.0,30,,Bad,301950728,3,10:06.0,10:00.0,10000,13000.0,30,11:04.0,,00:00.0,00:55.0
5206,8a858feb55f82bbf0155f85225000130,1984-01-23 00:00:00.000000,Other,3.3638983000000002,6.648028599999999,UBA,,Permanent,,301995188,11,28:30.0,28:22.0,30000,31500.0,30,,Good,301805001,6,19:08.0,18:53.0,30000,36800.0,60,22:56.0,,00:00.0,00:00.0
5207,8a858feb55f82bbf0155f85225000130,1984-01-23 00:00:00.000000,Other,3.3638983000000002,6.648028599999999,UBA,,Permanent,,301995188,11,28:30.0,28:22.0,30000,31500.0,30,,Good,301757794,3,09:52.0,09:42.0,15000,16687.5,15,04:18.0,,00:00.0,49:09.0
5208,8a858feb55f82bbf0155f85225000130,1984-01-23 00:00:00.000000,Other,3.3638983000000002,6.648028599999999,UBA,,Permanent,,301995188,11,28:30.0,28:22.0,30000,31500.0,30,,Good,301656558,1,31:35.0,31:24.0,10000,11500.0,15,17:45.0,,00:00.0,02:40.0
5209,8a858feb55f82bbf0155f85225000130,1984-01-23 00:00:00.000000,Other,3.3638983000000002,6.648028599999999,UBA,,Permanent,,301995188,11,28:30.0,28:22.0,30000,31500.0,30,,Good,301746643,2,20:38.0,20:12.0,10000,13000.0,30,45:36.0,,00:00.0,30:25.0
5210,8a858feb55f82bbf0155f85225000130,1984-01-23 00:00:00.000000,Other,3.3638983000000002,6.648028599999999,UBA,,Permanent,,301995188,11,28:30.0,28:22.0,30000,31500.0,30,,Good,301919685,9,09:55.0,09:47.0,40000,48000.0,60,39:51.0,,00:00.0,20:12.0
5211,8a858feb55f82bbf0155f85225000130,1984-01-23 00:00:00.000000,Other,3.3638983000000002,6.648028599999999,UBA,,Permanent,,301995188,11,28:30.0,28:22.0,30000,31500.0,30,,Good,301903346,8,15:40.0,15:26.0,40000,48000.0,60,19:30.0,,00:00.0,09:22.0
5212,8a858feb55f82bbf0155f85225000130,1984-01-23 00:00:00.000000,Other,3.3638983000000002,6.648028599999999,UBA,,Permanent,,301995188,11,28:30.0,28:22.0,30000,31500.0,30,,Good,301953756,10,36:46.0,36:35.0,50000,55000.0,60,27:19.0,,00:00.0,16:56.0
5213,8a858feb55f82bbf0155f85225000130,1984-01-23 00:00:00.000000,Other,3.3638983000000002,6.648028599999999,UBA,,Permanent,,301995188,11,28:30.0,28:22.0,30000,31500.0,30,,Good,301847353,7,18:03.0,17:56.0,30000,36800.0,60,12:09.0,,00:00.0,27:13.0
5214,8a858feb55f82bbf0155f85225000130,1984-01-23 00:00:00.000000,Other,3.3638983000000002,6.648028599999999,UBA,,Permanent,,301995188,11,28:30.0,28:22.0,30000,31500.0,30,,Good,301782570,5,31:06.0,30:56.0,30000,34400.0,30,00:07.0,,00:00.0,00:00.0
5215,8a858feb55f82bbf0155f85225000130,1984-01-23 00:00:00.000000,Other,3.3638983000000002,6.648028599999999,UBA,,Permanent,,301995188,11,28:30.0,28:22.0,30000,31500.0,30,,Good,301766962,4,04:33.0,04:23.0,20000,23800.0,30,32:33.0,,00:00.0,17:24.0
5216,8a8588dc5384a05f0153982119c81a51,1988-10-28 00:00:00.000000,Savings,14.1305626,11.2571687,EcoBank,,Permanent,Secondary,301963816,3,48:36.0,48:30.0,10000,13000.0,30,,Good,301954185,2,25:32.0,24:22.0,10000,13000.0,30,33:08.0,,00:00.0,22:59.0
5217,8a8588dc5384a05f0153982119c81a51,1988-10-28 00:00:00.000000,Savings,14.1305626,11.2571687,EcoBank,,Permanent,Secondary,301963816,3,48:36.0,48:30.0,10000,13000.0,30,,Good,301603326,1,50:51.0,50:44.0,10000,13000.0,30,03:17.0,,00:00.0,29:44.0
